Majority protein IDs	LFQ intensity 10_R1	LFQ intensity 10_R2	LFQ intensity 10_R3	LFQ intensity 11_R1	LFQ intensity 11_R2	LFQ intensity 11_R3	Anotacoes	Unique peptides	Sequence coverage [%]
evm_model_NODE_6_18	0	16310000	0	8106500	0	0	sem anotacao InterPro;Cell wall protein PhiA; Cell wall protein phiA; AltName: Full=Major allergen phiA; AltName: Full=Phialide development protein A; AltName: Allergen=Asp f 34	4	26.9
evm_model_NODE_6_301;OKO92629.1;CEO59940.1	611250	0	0	0	0	0	3-oxoacid CoA-transferase;3-oxoacid CoA-transferase, subunit A;3-oxoacid CoA-transferase, subunit B;Coenzyme A transferase active site;Coenzyme A transferase family I;NagB/RpiA transferase-like;3-oxoacid CoA-transferase, subunit B; succinyl-CoA:3-ketoacid-coenzyme A transferase (ScoT), putative	4	10
evm_model_NODE_7_191;OKO99334.1;CEJ56220.1	0	0	0	0	341650	0	Acetate/propionate kinase;Aliphatic acid kinase, short-chain;Aliphatic acid kinase, short-chain, conserved site;acetate kinase, partial; acetate and butyrate kinase-like protein; Actin-like ATPase	4	13.8
OKO99313.1;evm_model_NODE_7_210;CEJ56236.1	0	0	0	0	447710	0	Aldolase-type TIM barrel;DapA-like;Dihydrodipicolinate synthetase family protein; Aldolase-type TIM barrel; L-threo-3-deoxy-hexylosonate aldolase	4	21.4
evm_model_NODE_9_44;CEO60901.1;OKO98383.1	999940	1601300	1154000	267710	0	397410	Heat shock protein 70 family;Heat shock protein 70, conserved site;Heat shock protein 70kD, C-terminal domain superfamily;Heat shock protein 70kD, peptide-binding domain superfamily;Hsp70 chaperone BiP/Kar2, putative; glucose-regulated protein	4	11.9
CEJ54092.1;evm_model_NODE_25_86;EPS27971.1;OKP12527.1	0	0	0	0	374970	464110	50S ribosomal protein L18Ae/60S ribosomal protein L20 and L18a;60S ribosomal protein L18a/ L20, eukaryotes;Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A;ribosomal protein L18ae; 60S ribosomal protein L20	3	16.8
CEJ54197.1;OKP13760.1;OKO98927.1;KZN93147.1;evm_model_NODE_1_26;EPS29947.1;CEJ56355.1;EPS29015.1;OKP11744.1;KZN91281.1;evm_model_NODE_4_141;CEJ60809.1;evm_model_NODE_5_449;EPS27904.1	0	0	0	8961300	0	12494000	Ribosomal protein S27a;S27a-like superfamily;Ubiquitin;Ubiquitin conserved site;Ubiquitin domain;Zinc-binding ribosomal protein;ubiquitin-40S ribosomal protein S31 fusion protein	3	24
OKO93689.1;evm_model_NODE_5_392;CEJ54255.1	0	0	0	0	81482	0	NTF2-like domain superfamily;hypothetical protein	3	21.9
OKP08599.1;KZN89998.1;evm_model_NODE_5_70;EPS27547.1;CEJ54564.1	0	345180	0	0	0	0	GlmS/AgaS, SIS domain 1;Glutamine amidotransferase type 2 domain;Nucleophile aminohydrolases, N-terminal;Sugar isomerase (SIS);glucosamine--fructose-6-phosphate aminotransferase	3	4.5
evm_model_NODE_17_241;EPS26984.1;CEJ57292.1;OKO97495.1;KZN87279.1;CEJ57291.1	0	638240	0	0	0	0	CBM13;Glucose-6-phosphate dehydrogenase;Glucose-6-phosphate dehydrogenase, C-terminal;Glucose-6-phosphate dehydrogenase, NAD-binding;NAD(P)-binding domain superfamily;Glucose-6-phosphate dehydrogenase, NAD-binding; G6PD_EMENI Glucose-6-phosphate 1-dehydrogenase (G6PD)	3	7.7
OKO97554.1;evm_model_NODE_17_185;EPS27022.1;CEJ57359.1;KZN87004.1	407700	0	0	0	346630	0	ATP-dependent RNA helicase DEAD-box, conserved site;DEAD/DEAH box helicase domain;Eukaryotic initiation factor 4A;Helicase superfamily 1/2, ATP-binding domain;Helicase, C-terminal;P-loop containing nucleoside triphosphate hydrolase;RNA helicase, DEAD-box type, Q motif;ATP-dependent RNA helicase eIF4A; AltName: Full=Eukaryotic initiation factor 4A; Short=eIF-4A	3	8.8
OKO96941.1;evm_model_NODE_29_28;CEJ58381.1	0	0	0	0	79658	0	Flavodoxin-like;Flavodoxin/nitric oxide synthase;Flavoprotein-like superfamily;Nitrite/Sulfite reductase ferredoxin-like domain;Nitrite/Sulfite reductase ferredoxin-like domain superfamily;Nitrite/sulphite reductase 4Fe-4S domain;Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site;Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal;Sulphite reductase (NADPH) hemoprotein, beta subunit;Thiamin diphosphate-binding fold;Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II;Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II; sulfite reductase [NADPH] subunit beta	3	1.7
OKP13506.1;KZN86462.1;evm_model_NODE_22_153;EPS28555.1;CEJ59567.1	0	302250	0	0	0	0	2-methylcitrate dehydratase PrpD;MmgE/PrpD;MmgE/PrpD superfamily;2-methylcitrate dehydratase, putative; 2-methylcitrate dehydratase PrpD; 2-methylcitrate dehydratase, mitochondrial	3	6.4
OKP13539.1;evm_model_NODE_22_119;CEJ59597.1;KZN86445.1;EPS28537.1	0	0	0	0	416250	0	Malate synthase;Malate synthase A;Malate synthase, conserved site;Malate synthase-like superfamily;Malate synthase A; malate synthase, glyoxysomal, partial; malate synthase AcuE	3	5.9
CEJ60193.1;OKP09701.1;evm_model_NODE_3_396	0	0	0	849740	0	0	Hex1, S1 domain;Nucleic acid-binding, OB-fold;Ribosomal protein L2, domain 2;Translation elongation factor IF5A-like;Translation protein SH3-like domain superfamily;woronin body major protein; Woronin body protein HexA, putative	3	7
OKP00900.1;evm_model_NODE_3_306;CEJ60291.1	0	393620	377170	0	0	0	CBM63;Expansin, cellulose-binding-like domain superfamily;Expansin/pollen allergen, DPBB domain;RlpA-like domain superfamily;RlpA-like protein, double-psi beta-barrel domain;Barwin-related endoglucanase; carbohydrate-binding module family 63 protein, partial; putative extracellular cellulase CelA	3	16.3
OKO93248.1;evm_model_NODE_2_299;CEO59043.1	0	0	1270900	0	0	0	GH6;AAA+ ATPase domain;ATPase, AAA-type, core;Clp ATPase, C-terminal;Clp, N-terminal domain superfamily;ClpA/B family;ClpA/B, conserved site 1;ClpA/B, conserved site 2;P-loop containing nucleoside triphosphate hydrolase;heat shock protein Hsp98/Hsp104/ClpA	3	4.3
OKO98268.1;evm_model_NODE_9_149;CEO60654.1;EPS33916.1	367100	283810	0	0	0	0	Phosphoenolpyruvate carboxykinase (ATP), conserved site;Phosphoenolpyruvate carboxykinase, ATP-utilising;Phosphoenolpyruvate carboxykinase, C-terminal;Phosphoenolpyruvate carboxykinase, N-terminal;phosphoenolpyruvate carboxykinase AcuF; phosphoenolpyruvate carboxykinase [ATP]	3	6
OKO89559.1;evm_model_NODE_50_10;EPS27224.1;CEJ54901.1	324150	0	0	0	0	0	Acyl-CoA dehydrogenase-like, C-terminal;Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily;Acyl-CoA oxidase;Acyl-CoA oxidase, C-terminal;Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-coenzyme A oxidase, N-terminal;Acyl-CoA oxidase; fatty-acyl coenzyme A oxidase	3	5.5
EPS29478.1;OKP10914.1;evm_model_NODE_26_130	532400	464900	0	819710	0	0	DNA/RNA non-specific endonuclease;DNA/RNA non-specific endonuclease, active site;Extracellular Endonuclease, subunit A;Mitochondrial inner membrane nuclease Nuc1, putative; Extracellular Endonuclease, subunit A	3	12
evm_model_NODE_1_117	644810	0	0	0	0	0	Alpha/Beta hydrolase fold;Alpha/beta hydrolase fold-1;Alpha/beta hydrolase fold-1	3	14.3
evm_model_NODE_1_461;CEJ55791.1;OKP14820.1	0	0	0	248240	0	0	GH71;Glycoside hydrolase family 71;putative alpha-1,3-glucanase/mutanase; glycosyl hydrolase family 71-domain-containing protein	3	7.8
evm_model_NODE_1_585	754810	842930	387040	0	117290	0	Allergen Asp f 4;allergen Asp f 4	3	16.2
evm_model_NODE_1_592;OKO90935.1	0	0	0	222450	0	0	FKBP-type peptidyl-prolyl cis-trans isomerase domain;Peptidyl-prolyl cis-trans isomerase, FKBP-type;FK506-binding protein 2; FKBP-type peptidyl-prolyl isomerase, putative	3	43.5
evm_model_NODE_10_285;OKO92784.1;CEO60093.1	0	799950	912090	3368000	1881000	3259700	Manganese/iron superoxide dismutase;Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site;Superoxide dismutase; Manganese/iron superoxide dismutase, C-terminal	3	38.8
evm_model_NODE_11_3;EPS32670.1;OKP12073.1	0	10887000	9038700	0	2548200	0	CS domain;HSP20-like chaperone;Hsp90 binding co-chaperone (Sba1), putative; HSP20-like chaperone	3	18
evm_model_NODE_13_264;OKO94290.1;EPS26043.1	3672400	2903900	3164200	1927000	1518000	2130400	Thiolase;Thiolase, C-terminal;Thiolase, N-terminal;Thiolase, acyl-enzyme intermediate active site;Thiolase, conserved site;Thiolase-like;Acetyl-CoA acetyltransferase, putative; Thiolase-like, subgroup	3	43
evm_model_NODE_14_62	0	0	0	402470	160060	184830	GH12;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase family 11/12;Glycoside hydrolase family 12;hypothetical protein	3	30.5
OKP11321.1;evm_model_NODE_17_122	0	0	0	1437000	1955100	0	GH30_3;Glycoside hydrolase superfamily;Glycosyl hydrolase family 30, TIM-barrel domain;Glycosyl hydrolase family 30, beta sandwich domain;beta-1,6-glucanase, putative; Glycoside hydrolase, family 30	3	10.3
evm_model_NODE_18_203;OKP11847.1	0	0	0	295260	862110	0	GH7;Cellulose-binding domain superfamily;Cellulose-binding domain, fungal;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase family 7, catalytic domain superfamily;Glycoside hydrolase, family 7;Endoglucanase 7a; AltName: Full=Cellulase 7a; AltName: Full=Endo-1,4-beta-glucanase 7a; glycoside hydrolase family 7 protein	3	21.4
evm_model_NODE_18_72;OKP15028.1;CEJ58046.1	0	75181	0	0	0	0	NagB/RpiA transferase-like;Ribose 5-phosphate isomerase, type A;Ribose 5-phosphate isomerase A; related to D-ribose-5-phosphate ketol-isomerase	3	15.4
evm_model_NODE_19_211	0	0	1268300	0	0	0	Acyl-CoA binding protein superfamily;Acyl-CoA-binding protein, ACBP;FERM/acyl-CoA-binding protein superfamily;Acyl-CoA-binding protein, ACBP	3	29.3
evm_model_NODE_2_276;OKP09916.1;CEO59069.1	0	0	0	0	48234	0	Mitochondrial carrier domain superfamily;Mitochondrial carrier protein;Mitochondrial substrate/solute carrier;mitochondrial phosphate carrier protein; mitochondrial phosphate carrier protein (Mir1), putative	3	11.4
evm_model_NODE_2_550	0	0	0	0	604120	0	AA7;Berberine/berberine-like;FAD linked oxidase, N-terminal;FAD-binding, type 2;FAD-binding, type 2-like superfamily;sem anotacao BLASTp	3	3.9
evm_model_NODE_20_26;OKP10118.1	0	0	0	0	0	295140	Aminotransferase class IV;Aminotransferase-like, PLP-dependent enzymes;Branched-chain amino acid aminotransferase II;Branched-chain aminotransferase;Branched-chain amino acid aminotransferase II	3	14.4
evm_model_NODE_20_53;OKO98768.1	0	0	0	0	1113900	0	sem anotacao InterPro;Gamma-glutamyltranspeptidase; Gamma-glutamyltransferase; acylase ACY 1	3	7.8
evm_model_NODE_22_107;OKP13548.1	476760	0	0	0	0	0	Beta-lactamase-related;Beta-lactamase/transpeptidase-like;beta-lactamase; putative transesterase protein; Beta-lactamase/transpeptidase-like protein, partial	3	8.7
evm_model_NODE_23_223;CEJ59009.1;OKP12149.1	28987000	43076000	28566000	33884000	0	0	sem anotacao InterPro;small secreted protein	3	38.4
evm_model_NODE_24_61;OKO95687.1;CEJ59415.1	0	0	0	182630	0	0	Aspartate/ornithine carbamoyltransferase;Aspartate/ornithine carbamoyltransferase superfamily;Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain;Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding;Ornithine/putrescine carbamoyltransferase;Ornithine carbamoyltransferase; Ornithine carbamoyltransferase, mitochondrial; Ornithine carbamoyltransferase, mitochondrial; AltName: Full=Ornithine transcarbamylase; Short=OTCase	3	10.3
evm_model_NODE_24_97;EPS28720.1	0	0	0	0	38347	0	Nucleophile aminohydrolases, N-terminal;Proteasome beta 3 subunit;Proteasome beta-type subunit, conserved site;Proteasome, subunit alpha/beta;Proteasome B-type subunit; proteasome component Pup3, putative; proteasome core particle subunit beta 3	3	21.6
evm_model_NODE_25_145;OKP12465.1;CEJ54033.1	0	0	0	0	409990	0	UROD/MetE-like superfamily;Uroporphyrinogen decarboxylase (URO-D);Uroporphyrinogen decarboxylase HemE;Uroporphyrinogen decarboxylase HemE	3	8.8
evm_model_NODE_26_2;OKP10073.1	0	0	0	100570	0	113440	AA3_2;FAD/NAD(P)-binding domain superfamily;Glucose-methanol-choline oxidoreductase;Glucose-methanol-choline oxidoreductase, C-terminal;Glucose-methanol-choline oxidoreductase, N-terminal;Glucose-methanol-choline oxidoreductase, C-terminal; choline dehydrogenase; glucose-methanol-choline (gmc) oxidoreductase, putative	3	9.5
OKP10950.1;evm_model_NODE_26_96;CEJ61040.1	0	0	0	0	0	53343	CE10;Alpha/Beta hydrolase fold;Carboxylesterase type B, active site;Carboxylesterase, type B;alpha/beta-hydrolase; Carboxylesterase, type B	3	8.8
evm_model_NODE_27_89;OKP02892.1	1100500	0	0	0	0	0	Aldose 1-/Glucose-6-phosphate 1-epimerase;Aldose 1-epimerase, conserved site;Galactose mutarotase-like domain superfamily;Glycoside hydrolase-type carbohydrate-binding;Aldose 1-epimerase, putative; bifunctional protein GAL10	3	11.8
evm_model_NODE_29_34	0	0	0	0	0	542340	Metallo-dependent phosphatase-like;Metallo-dependent phosphatase; calcineurin-like phosphoesterase	3	20.8
evm_model_NODE_29_37	0	0	0	0	156540	0	Beta-lactamase-related;Beta-lactamase/transpeptidase-like;D-aminopeptidase, domain B;D-aminopeptidase/lipoprotein domain superfamily;Beta-lactamase family protein; beta-lactamase/transpeptidase-like protein	3	11.2
evm_model_NODE_29_49;OKO96916.1	0	0	0	354260	832940	0	Gamma interferon inducible lysosomal thiol reductase GILT;Gamma interferon inducible lysosomal thiol reductase GILT	3	11.7
OKO99834.1;evm_model_NODE_3_112;CEJ60470.1	0	0	0	0	0	664890	Transaldolase type 1;Transaldolase, active site;Transaldolase/Fructose-6-phosphate aldolase;transaldolase; sedoheptulose-7-phosphate:D-glyceraldehyde-3- phosphate transaldolase	3	9.3
evm_model_NODE_3_232;CEJ60362.1;OKP00982.1	0	0	0	58167	0	0	CRAL-TRIO lipid binding domain;CRAL-TRIO lipid binding domain superfamily;CRAL/TRIO, N-terminal domain;CRAL/TRIO, N-terminal domain superfamily;Phosphatidylinositol transfer protein SFH5; CRAL/TRIO domain-containing protein	3	8.5
evm_model_NODE_3_84;OKO99867.1	0	0	0	422440	471780	653580	Carbohydrate-binding WSC;ER membrane protein Wsc4, putative	3	14.5
evm_model_NODE_30_149	627970	0	0	2112200	1321600	2462300	SMP-30/CGR1;SMP-30/Gluconolactonase/LRE-like region;Six-bladed beta-propeller, TolB-like;gluconolactonase; calcium-dependent phosphotriesterase	3	9.1
evm_model_NODE_30_66;OKO97391.1;CEJ57183.1	0	427860	0	0	0	0	Galactose-binding-like domain superfamily;NADH:ubiquinone oxidoreductase intermediate-associated protein 30;CIA30 family protein; NADH:ubiquinone oxidoreductase complex I intermediate-associated protein 30	3	14.7
evm_model_NODE_31_10;OKP00603.1	0	0	0	2644800	5371400	3309100	GlcG-like domain superfamily;Haem-degrading;hypothetical protein	3	31.5
OKO92285.1;evm_model_NODE_31_73;EPS31044.1;CEJ55010.1	0	0	0	891050	0	0	GH2;Beta-Galactosidase/glucuronidase domain superfamily;Galactose-binding-like domain superfamily;Glycoside hydrolase superfamily;Immunoglobulin-like fold;putative beta-mannosidase B; Glycoside hydrolase, family 2, N-terminal	3	6
OKO98855.1;evm_model_NODE_35_47	1391300	0	0	0	0	0	Arginase;Ureohydrolase;Ureohydrolase, manganese-binding site;Arginase, putative; Ureohydrolase	3	11.7
evm_model_NODE_35_50	5050100	2866600	4410900	4713000	5737700	5880100	Aspartic peptidase A1 family;Aspartic peptidase domain superfamily;Aspartic peptidase, active site;Peptidase family A1 domain;Vacuolar protease A; Peptidase aspartic, catalytic; Vacuolar protease A; AltName: Full=Aspartic endopeptidase pep2; AltName: Full=Aspartic protease pep2	3	34.8
OKO98896.1;evm_model_NODE_35_9;CEJ56387.1	0	0	6576.1	0	0	0	Glutathione S-transferase, C-terminal;Glutathione S-transferase, C-terminal domain superfamily;Glutathione S-transferase, C-terminal-like;Glutathione S-transferase, N-terminal;Thioredoxin-like superfamily;glutathione S-transferase; putative Glutathione S-transferase GstA; theta class glutathione S-transferase	3	16.1
evm_model_NODE_38_13	0	0	0	248950	220720	0	GH2;Amidohydrolase;Bacterial exopeptidase dimerisation domain;Peptidase M20;Peptidase M20, dimerisation domain;amidohydrolase, putative; hippurate hydrolase; metal-dependent amidase/aminoacylase/carboxypeptidase	3	11
evm_model_NODE_39_52	0	0	0	3517200	0	3332000	sem anotacao InterPro;FMN-binding split barrel-like protein; pyridoxamine 5'-phosphate oxidase-domain-containing protein	3	22.8
OKP11087.1;evm_model_NODE_39_59;CEJ59795.1;CEJ59796.1;CEJ59797.1	806320	0	0	0	0	0	Alpha/Beta hydrolase fold;Dienelactone hydrolase;Dienelactone hydrolase family protein; carboxymethylenebutenolidase; Alpha/Beta hydrolase protein	3	15.9
evm_model_NODE_39_81	0	0	0	212690	0	0	GH39;Glycoside hydrolase superfamily;glycoside hydrolase	3	8.9
evm_model_NODE_4_280;OKP14191.1	0	0	140310	0	0	0	DinB/YfiT-like putative metalloenzymes;Protein of unknown function DUF1993;helix-turn-helix domain-containing protein	3	26.2
evm_model_NODE_40_82	142300000	141580000	154770000	15306000	34669000	31711000	sem anotacao InterPro;hypothetical protein	3	35.8
evm_model_NODE_46_23;OKO96679.1;CEJ53699.1	0	0	0	2105500	0	0	NPC1-like;Niemann-Pick C1, N-terminal;Protein patched/dispatched;Sterol-sensing domain;multidrug efflux transporter AcrB transmembrane domain-containing protein; Patched; patched sphingolipid transporter (Ncr1)	3	3.5
evm_model_NODE_47_83;OKP12112.1;CEO59584.1	0	392340	0	0	0	0	AA7;FAD linked oxidase, N-terminal;FAD-binding, type 2;FAD-binding, type 2-like superfamily;FAD linked oxidase, N-terminal; related to 6-hydroxy-d-nicotine oxidase	3	5.8
OKO89602.1;evm_model_NODE_50_43;CEJ54868.1	0	430280	0	0	0	0	Metallopeptidase, catalytic domain superfamily;Neurolysin/Thimet oligopeptidase, N-terminal;Neurolysin/Thimet oligopeptidase, domain 2;Peptidase M3A/M3B catalytic domain;Metallopeptidase MepB; Neurolysin/Thimet oligopeptidase, N-terminal	3	4
OKP03370.1;evm_model_NODE_51_13;CEJ61359.1	0	491030	707580	496390	0	617030	NAD(P)-binding domain superfamily;Short-chain dehydrogenase/reductase SDR;short-chain dehydrogenase/reductase family protein	3	16.5
evm_model_NODE_6_210;OKP11252.1	0	0	0	0	0	403860	Alpha/Beta hydrolase fold;Dienelactone hydrolase;dienelactone hydrolase, putative; alpha/beta-hydrolase	3	14.5
evm_model_NODE_6_4;OKP12897.1;CEJ57927.1	7874500	9284500	9375300	7190700	4142900	5918200	GH11;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase family 11;Glycoside hydrolase family 11, active site 1;Glycoside hydrolase family 11, active site 2;Glycosyl hydrolases family 11 (GH11) domain;Endo-1,4-beta-xylanase B; Short=Xylanase B; AltName: Full=1,4-beta-D-xylan xylanohydrolase B	3	31.2
evm_model_NODE_6_62	12555000	10801000	11293000	4804500	0	10276000		3	15.2
OKO90306.1;evm_model_NODE_6_97;KZN86182.1;EPS33138.1;CEO59745.1	0	0	0	0	1625300	0	30s ribosomal protein S13, C-terminal;Ribosomal protein S13;Ribosomal protein S13, conserved site;Ribosomal protein S13-like, H2TH;40S ribosomal protein S18; Ribosomal protein S13	3	20
evm_model_NODE_7_122;OKP13917.1	0	0	0	0	0	382380	GH72;Glucanosyltransferase;Glycoside hydrolase superfamily;putative 1,3-beta-glucanosyltransferase; Glycoside hydrolase, superfamily	3	9.2
evm_model_NODE_7_130;OKO94936.1	0	0	0	0	44006	0	Aldose 1-/Glucose-6-phosphate 1-epimerase;Galactose mutarotase-like domain superfamily;Glycoside hydrolase-type carbohydrate-binding;Aldose 1-epimerase, putative; galactose mutarotase-like protein	3	10.7
evm_model_NODE_7_24	0	0	0	0	245290	0	Amidase;Amidase signature (AS) superfamily;Amidase signature domain;Amidase, conserved site;Class II aldolase/adducin N-terminal;Class II aldolase/adducin N-terminal domain superfamily;acetamidase; general amidase GmdA, putative; glutamyl-tRNA(gln) amidotransferase subunit A, putative	3	5.3
evm_model_NODE_7_286;OKO99238.1;CEJ55356.1	0	0	0	19335	0	0	Histidinol phosphate phosphatase, HisJ;PHP domain;Polymerase/histidinol phosphatase-like;Histidinol-phosphatase; histidinol phosphate phosphatase H; PHP, C-terminal	3	12.4
evm_model_NODE_7_332;OKO99181.1	0	0	195220	0	0	0		3	38.9
evm_model_NODE_7_367	0	598120	0	0	0	0	Phenazine biosynthesis PhzF protein;Phenazine biosynthesis PhzF protein; Diaminopimelate epimerase-like protein	3	13
OKO99137.1;evm_model_NODE_7_370;CEJ55282.1	634390	0	0	431350	451250	0	3-hydroxyacyl-CoA dehydrogenase;3-hydroxyacyl-CoA dehydrogenase, C-terminal;3-hydroxyacyl-CoA dehydrogenase, NAD binding;3-hydroxyacyl-CoA dehydrogenase, conserved site;6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;NAD(P)-binding domain superfamily;3-hydroxybutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase	3	15.4
evm_model_NODE_8_195	6147100	3944700	0	0	0	0	GH17;Glycoside hydrolase superfamily;hypothetical protein	3	6.2
evm_model_NODE_8_289;OKO90636.1	0	0	0	417650	0	303880	GH20;Beta-hexosaminidase;Beta-hexosaminidase, eukaryotic type, N-terminal;Beta-hexosaminidase-like, domain 2;Glycoside hydrolase family 20, catalytic domain;Glycoside hydrolase superfamily;Beta-hexosaminidase subunit alpha/beta; Beta-N-acetylhexosaminidase; glycoside hydrolase superfamily	3	9.3
evm_model_NODE_8_357;CEJ57879.1;OKO90551.1	0	0	0	0	0	727160	GH131;sem anotacao InterPro;glycoside hydrolase family 131 protein; carbohydrate-binding module family 1 protein	3	17.7
evm_model_NODE_8_358;OKO90550.1	0	0	3509400	0	0	0	NAD(P)-binding domain superfamily;Short-chain dehydrogenase/reductase SDR;putative sorbitol/xylulose reductase; mannitol dehydrogenase; putative NADP-dependent mannitol dehydrogenase	3	12.8
evm_model_NODE_9_152	0	0	0	0	271160	0	sem anotacao InterPro;sem anotacao BLASTp	3	45
OKO98218.1;evm_model_NODE_9_194;EPS33878.1	0	0	0	0	299750	0	Alpha/Beta hydrolase fold;Peptidase S33;Proline iminopeptidase; Alpha/Beta hydrolase protein	3	8.5
OKO98189.1;evm_model_NODE_9_221;KZN85101.1;EPS33852.1;CEO60566.1	0	0	0	0	0	439970	Aldehyde dehydrogenase domain;Aldehyde dehydrogenase, N-terminal;Aldehyde dehydrogenase, cysteine active site;Aldehyde dehydrogenase, glutamic acid active site;Aldehyde/histidinol dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase;Aldehyde dehydrogenase, C-terminal; Delta-1-pyrroline-5-carboxylate dehydrogenase PrnC	3	6.2
evm_model_NODE_9_43;OKO98384.1	0	0	203730	0	0	0	GlcG-like domain superfamily;Haem-degrading;Uncharacterised protein family UPF0303;DUF967 domain protein; protein of unknown function DUF336	3	23.1
evm_model_NODE_9_61;OKO98367.1	0	0	0	1220100	672950	1331700	Cytochrome b5, heme-binding site;Cytochrome b5-like heme/steroid binding domain;Cytochrome b5-like heme/steroid binding domain superfamily;cytochrome b5, putative; cytochrome-b5 reductase; cytochrome b5-like heme/steroid binding domain-containing protein	3	47.4
OKO96567.1;evm_model_NODE_19_82;EPS28243.1;CEJ53801.1;KZN86386.1	178820	0	0	0	0	0	Adenylosuccinate lyase;Adenylosuccinate lyase C-terminal;Fumarase/histidase, N-terminal;Fumarate lyase family;Fumarate lyase, N-terminal;Fumarate lyase, conserved site;L-Aspartase-like;Fumarate lyase; adenylosuccinate lyase; Adenylosuccinate lyase Ade13, putative; adenylosuccinase ade13	2	4.6
OKO93697.1;evm_model_NODE_5_383;CEJ54263.1;KZN91976.1;EPS27841.1	0	0	0	239550	0	0	GT95;Adenine nucleotide translocator 1;Mitochondrial carrier domain superfamily;Mitochondrial carrier protein;Mitochondrial substrate/solute carrier;mitochondrial carrier domain-containing protein; ADP/ATP carrier protein	2	8
evm_model_NODE_5_374;EPS27831.1;CEJ54272.1;OKO93706.1;KZN91967.1	0	0	0	0	0	1149600	50S ribosomal protein L30e-like;Ribosomal protein L7Ae/L30e/S12e/Gadd45;Ribosomal protein S12e;Ribosomal protein L7Ae/L30e/S12e/Gadd45; 40S ribosomal protein S12	2	15.5
evm_model_NODE_5_355;EPS27810.1;CEJ54292.1;OKO93729.1;KZN91946.1	0	0	0	271210	0	0	K Homology domain, type 2;K homology domain superfamily, prokaryotic type;K homology domain-like, alpha/beta;Ribosomal protein S3, C-terminal;Ribosomal protein S3, C-terminal domain superfamily;Ribosomal protein S3, eukaryotic/archaeal;ribosomal protein S3; putative 40S ribosomal protein S3; small subunit ribosomal protein S3e; cytoplasmic ribosomal protein subunit S3	2	8.7
OKO93886.1;evm_model_NODE_5_211;CEJ54432.1;KZN92540.1;EPS27680.1	0	0	0	0	7026.3	0	Alpha-D-phosphohexomutase, C-terminal;Alpha-D-phosphohexomutase, C-terminal domain superfamily;Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III;Alpha-D-phosphohexomutase, alpha/beta/alpha domain I;Alpha-D-phosphohexomutase, conserved site;Phosphoacetylglucosamine mutase;Phosphoacetylglucosamine mutase; N-acetylglucosamine-phosphate mutase	2	5.5
OKO91629.1;evm_model_NODE_54_5;CEJ54636.1	0	0	206280	0	249430	255450	Alpha/Beta hydrolase fold;Dienelactone hydrolase;Dienelactone hydrolase; carboxymethylenebutenolidase; alpha/beta-hydrolase	2	8.9
OKO92300.1;evm_model_NODE_31_91;EPS31029.1;CEJ55024.1;KZN88999.1	0	0	0	0	63972	0	Ribosomal protein S5;Ribosomal protein S5 domain 2-type fold;Ribosomal protein S5, C-terminal;Ribosomal protein S5, N-terminal;Ribosomal protein S5, N-terminal, conserved site;Ribosomal protein S5, eukaryotic/archaeal;40S ribosomal protein S2; small subunit ribosomal protein S2e; 40S ribosomal protein S2/30S ribosomal protein	2	10.4
OKO90898.1;evm_model_NODE_1_561;CEJ55885.1;EPS30366.1	0	0	0	0	44073	0	Aldolase-type TIM barrel;CBS domain;IMP dehydrogenase/GMP reductase;Inosine-5'-monophosphate dehydrogenase;putative IMP dehydrogenase; Inosine-5'-monophosphate dehydrogenase; Short=IMP dehydrogenase; Short=IMPD	2	8.4
CEJ56779.1	0	24916000	30869000	11077000	9520800	14720000		2	3.8
OKP11437.1;CEJ56977.1;evm_model_NODE_37_41;KZN94464.1;EPS26721.1	0	0	0	66950	0	0	Cytochrome c oxidase copper chaperone;Cytochrome c oxidase copper chaperone	2	25.3
